ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.496714153011233,249.9677718293001,11624.108625128092,3.184384884245218,163.6506395035066,357.6240317977297,7.54367456706765,93.5555524693113,3.933949472560879,1
6.861735698828816,226.23168414563844,14277.40664642241,5.279229978440997,246.87965110609161,354.6585891616146,9.47627666504884,16.669571128893963,2.9926994792488073,1
7.6476885381006925,182.9815184960087,11037.900395000193,6.172788933156712,251.80168720444465,220.4356827369985,8.23175926570302,91.44236949666835,3.655250085092676,1
8.523029856408025,147.6531611147213,13460.192351804799,10.775375314680382,297.2630345843406,366.99098082985626,9.808016725035449,62.98827826444824,5.4294634550354,0
6.765846625276664,214.9111656806795,5531.926665231073,8.113106249067517,113.31416367191736,473.2829081821745,11.143398757155245,91.22373132593142,6.555713310061028,0
6.765863043050819,199.67426927108747,16066.468536864693,4.329036861800217,309.25672738473304,272.5767880923205,15.348617945325538,93.30795077064487,5.140974661727147,0
8.579212815507391,224.7596610013866,15006.027376811122,7.972072578835274,-20.43916316027753,504.8482651050592,10.71536384517719,118.23745183357472,4.20344641694354,0
7.7674347291529084,211.75859008409847,10914.556844659048,3.905392022123269,187.01154476361896,448.7774821084338,5.657497172921629,110.60360942863609,6.996023540608855,0
6.530525614065048,232.47763576596677,18296.228342162027,9.165382107774146,201.17261575484554,326.5766678028962,16.56027138598064,110.39714987830888,3.3743270538969554,1
7.542560043585965,153.2382394219716,19687.850688132792,6.057750696364243,313.33268260712384,385.84703626621524,8.65163946553984,113.31010957498715,6.061838676733814,0
6.536582307187538,245.86970328171628,6962.200678155129,6.812727622521658,252.2630852676869,559.8321807641033,11.765118291581485,78.74136954447837,3.4238744032974426,1
6.5342702464297435,189.87998023461998,11186.37610716893,9.65159329508438,109.44369461437134,473.35478135058656,13.786146027762847,70.9655526111052,4.862045916021787,1
7.241962271566035,283.76304363126326,11154.28825106351,4.4256728628315,151.50068741829847,400.87836548981477,12.798441673611132,96.18451249535003,3.772874870419097,1
5.086719755342202,145.5406090955216,10300.484494455677,4.205763629774017,269.8680009547407,376.2316683039016,16.376718190085903,91.96242854299066,3.8882956346943782,0
5.275082167486968,266.79819015826246,19147.37420965874,5.83280134730799,242.09326581354438,407.66090704516597,13.916012573571036,60.728012897852196,3.24522696507558,0
6.437712470759028,189.8955391731324,14030.869306135983,9.076757702038634,192.08758903642536,348.82364420576965,8.554761681211568,82.14470226424804,6.6897080623613885,0
5.987168879665576,147.42909981927758,13677.425793446946,3.961307849046315,201.91662104880206,189.52504942809853,20.714248695966646,68.94710599646217,2.53414792378293,0
7.314247332595274,155.80570829728393,4980.688177966233,1.3356888037788623,319.6167997159289,604.2177910534731,12.777333853352934,44.38201274619832,2.519535494902583,1
6.091975924478789,163.982634590284,18177.090151046134,6.097682283182002,198.23074271307854,415.53249991994016,11.410639093513975,108.7138222412905,8.24198713169022,0
5.587696298664708,201.20829732009582,8803.708025732638,8.10348159982184,241.19087559709268,439.81472651225374,15.855701692222283,71.65597727590267,5.955695129308663,0
8.465648768921554,206.14177440177497,15299.66315133164,9.400523499477659,466.9936588080543,394.2092250123091,12.99780378372029,131.4612477309655,-0.7702273973860727,0
6.774223699513464,151.31499980307106,16386.884689790957,6.073677275829202,107.63173631160768,326.48831992754117,13.596912771757308,21.235231894005018,2.869482521579193,1
7.067528204687924,178.78227038695087,21803.292979193255,6.177146785767995,64.81572684253413,381.40755190512294,21.96873599440275,53.29663681469901,0.3760213248758917,0
5.575251813786544,287.11351793059316,8455.89800440444,9.307801468511494,328.35896647986067,240.06052378056887,10.899514286979814,70.97916510072615,2.0986186131694895,0
